course,question,optionA,optionB,optionC,optionD,correctAnswer,,,,,,,,,,,,,
MTS104,What are the vertices of the hyperbola (y-1)²/9 - (x+2)²/16 = 1?,(1, 4), (1, -2),(-2, 4), (-2, -2),(1, 4), (1, -2),A,,,,,
MTS104,What is the length of the major axis of the ellipse x²/4 + y²/16 = 1?,8,4,2,6,A,,,,,,,,,,,,,
MTS104,What is the center of the circle (x-1)² + (y+2)² = 4?,(1, -2),(-1, 2),(1, 2),(-1, -2),A,,,,,,,,,
MTS104,What is the focus of the parabola y² = -12x?,(-3, 0),(3, 0),(0, -3),(0, 3),A,,,,,,,,,
MTS104,What are the asymptotes of the hyperbola x²/25 - y²/9 = 1?,y = ±(3/5)x,y = ±(5/3)x,y = ±(2/5)x,y = ±(5/2)x,A,,,,,,,,,,,,,
MTS104,What is the vertex of the parabola y = (x-3)² + 2?,(3, 2),(-3, 2),(3, -2),(-3, -2),A,,,,,,,,,
MTS104,What is the length of the minor axis of the ellipse x²/9 + y²/4 = 1?,4,6,3,2,A,,,,,,,,,,,,,
MTS104,What is the center of the hyperbola (x+2)²/4 - (y-3)²/9 = 1?,(-2, 3),(2, -3),(-2, -3),(2, 3),A,,,,,,,,,
MTS104,What is the focus of the parabola x² = -16y?,(0, -4),(0, 4),(4, 0),(-4, 0),A,,,,,,,,,
MTS104,What is the directrix of the parabola y² = 8x?,x = -2,x = 2,y = -2,y = 2,A,,,,,,,,,,,,,
MTS104,What is the radius of the circle x² + y² + 4x - 6y - 12 = 0?,5,4,3,6,A,,,,,,,,,,,,,
MTS104,What are the foci of the ellipse x²/16 + y²/25 = 1?,(0, ±3),(0, ±4),(±3, 0),(±4, 0),A,,,,,,,,,
MTS104,What is the vertex of the parabola x = (y+1)² - 2?,(-2, -1),(2, 1),(-2, 1),(2, -1),A,,,,,,,,,
MTS104,What is the eccentricity of a parabola?,1,0,Less than 1,Greater than 1,A,,,,,,,,,,,,,
MTS104,What is the center of the circle x² + y² - 8x + 2y + 13 = 0?,(4, -1),(-4, 1),(4, 1),(-4, -1),A,,,,,,,,,
MTS104,What is the focus of the parabola y² = 4x?,(1, 0),(-1, 0),(0, 1),(0, -1),A,,,,,,,,,
MTS104,What is the directrix of the parabola x² = 12y?,y = -3,y = 3,x = -3,x = 3,A,,,,,,,,,,,,,
MTS104,What are the vertices of the ellipse (x+1)²/25 + (y-2)²/16 = 1?,(4, 2), (-6, 2),(1, 6), (1, -2),(4, 2), (-6, 2),A,,,,,
MTS104,For the hyperbola x²/9 - y²/16 = 1, what are the foci?,(±5, 0),(±4, 0),(0, ±5),(0, ±4),A,,,,,,,,
MTS104,What is the length of the latus rectum of the parabola y² = -4x?,4,8,12,16,A,,,,,,,,,,,,,
MTS104,What is the center of the circle (x+3)² + (y-1)² = 9?,(-3, 1),(3, -1),(-3, -1),(3, 1),A,,,,,,,,,
MTS104,What is the focus of the parabola x² = 8y?,(0, 2),(0, -2),(2, 0),(-2, 0),A,,,,,,,,,
MTS104,What is the directrix of the parabola y² = -16x?,x = 4,x = -4,y = 4,y = -4,A,,,,,,,,,,,,,
MTS104,What are the asymptotes of the hyperbola (y+2)²/16 - (x-1)²/9 = 1?,y = ±(4/3)(x-1) - 2,y = ±(3/4)(x-1) - 2,y = ±(2/3)(x-1) - 2,y = ±(3/2)(x-1) - 2,A,,,,,,,,,,,,,
MTS104,What is the vertex of the parabola y = (x+1)² + 3?,(-1, 3),(1, -3),(-1, -3),(1, 3),A,,,,,,,,,
MTS104,What is the length of the major axis of the ellipse x²/25 + y²/9 = 1?,10,6,5,3,A,,,,,,,,,,,,,
MTS104,What is the center of the circle x² + y² + 2x - 4y - 4 = 0?,(-1, 2),(1, -2),(-1, -2),(1, 2),A,,,,,,,,,
MTS104,What is the focus of the parabola x² = -12y?,(0, -3),(0, 3),(3, 0),(-3, 0),A,,,,,,,,,
MTS104,What is the eccentricity of an ellipse?,Less than 1,Greater than 1,Equal to 1,Equal to 0,A,,,,,,,,,,,,,
MTS104,What are the vertices of the hyperbola (x-2)²/16 - (y+1)²/25 = 1?,(6, -1), (-2, -1),(2, 4), (2, -6),(6, -1), (-2, -1),A,,,,,
MTS104,What is the directrix of the parabola y² = 4x?,x = -1,x = 1,y = -1,y = 1,A,,,,,,,,,,,,,
MTS104,What is the center of the ellipse (x-4)²/16 + (y+2)²/25 = 1?,(4, -2),(-4, 2),(4, 2),(-4, -2),A,,,,,,,,,
MTS104,What is the radius of the circle x² + y² - 6x + 2y - 6 = 0?,4,5,3,6,A,,,,,,,,,,,,,
MTS104,What is the focus of the parabola y² = 12x?,(3, 0),(-3, 0),(0, 3),(0, -3),A,,,,,,,,,
MTS104,What are the foci of the ellipse x²/9 + y²/25 = 1?,(0, ±4),(0, ±5),(±4, 0),(±5, 0),A,,,,,,,,,
MTS104,What is the vertex of the parabola x = (y-2)² + 1?,(1, 2),(2, 1),(-1, 2),(1, -2),A,,,,,,,,,
MTS104,What is the directrix of the parabola x² = 4y?,y = -1,y = 1,x = -1,x = 1,A,,,,,,,,,,,,,
MTS104,What is the length of the minor axis of the ellipse x²/16 + y²/9 = 1?,6,8,3,4,A,,,,,,,,,,,,,
MTS104,What is the center of the hyperbola (x+1)²/9 - (y-2)²/4 = 1?,(-1, 2),(1, -2),(-1, -2),(1, 2),A,,,,,,,,,
MTS104,What is the focus of the parabola y² = -8x?,(-2, 0),(2, 0),(0, -2),(0, 2),A,,,,,,,,,
MTS104,What is the radius of the circle (x-2)² + (y+3)² = 16?,4,5,3,6,A,,,,,,,,,,,,,
MTS104,What are the asymptotes of the hyperbola x²/16 - y²/25 = 1?,y = ±(5/4)x,y = ±(4/5)x,y = ±(3/4)x,y = ±(4/3)x,A,,,,,,,,,,,,,
MTS104,What is the vertex of the parabola y = x² - 6x + 5?,(3, -4),(-3, 4),(3, 4),(-3, -4),A,,,,,,,,,
MTS104,What is the length of the latus rectum of the parabola x² = -16y?,16,8,4,12,A,,,,,,,,,,,,,
MTS104,What is the center of the circle x² + y² + 4x - 2y - 4 = 0?,(-2, 1),(2, -1),(-2, -1),(2, 1),A,,,,,,,,,
MTS104,What is the focus of the parabola y² = 16x?,(4, 0),(-4, 0),(0, 4),(0, -4),A,,,,,,,,,
MTS104,What is the directrix of the parabola x² = -4y?,y = 1,y = -1,x = 1,x = -1,A,,,,,,,,,,,,,
MTS104,What are the vertices of the ellipse (x+2)²/9 + (y-1)²/16 = 1?,(1, 3), (-5, 3),(2, 5), (2, -3),(1, 3), (-5, 3),A,,,,,
MTS104,For the hyperbola y²/25 - x²/16 = 1, what are the foci?,(0, ±v41),(0, ±5),(±v41, 0),(±5, 0),A,,,,,,,,
MTS104,What is the eccentricity of a circle?,0,1,Less than 1,Greater than 1,A,,,,,,,,,,,,,
MTS104,What is the center of the circle (x+1)² + (y-2)² = 25?,(-1, 2),(1, -2),(-1, -2),(1, 2),A,,,,,,,,,
MTS104,What is the focus of the parabola x² = 4y?,(0, 1),(0, -1),(1, 0),(-1, 0),A,,,,,,,,,
MTS104,What is the directrix of the parabola y² = -4x?,x = 1,x = -1,y = 1,y = -1,A,,,,,,,,,,,,,
MTS104,What are the vertices of the hyperbola (x-3)²/25 - (y+1)²/16 = 1?,(8, -1), (-2, -1),(3, 3), (3, -5),(8, -1), (-2, -1),A,,,,,
MTS104,What is the length of the major axis of the ellipse x²/4 + y²/9 = 1?,6,4,3,2,A,,,,,,,,,,,,,
MTS104,What is the focus of the parabola y² = 8x?,(2, 0),(-2, 0),(0, 2),(0, -2),A,,,,,,,,,
MTS104,What is the center of the circle x² + y² - 2x + 4y - 4 = 0?,(1, -2),(-1, 2),(1, 2),(-1, -2),A,,,,,,,,,
MTS104,What is the directrix of the parabola x² = 16y?,y = -4,y = 4,x = -4,x = 4,A,,,,,,,,,,,,,
MTS104,What are the foci of the ellipse x²/25 + y²/16 = 1?,(±3, 0),(±4, 0),(0, ±3),(0, ±4),A,,,,,,,,,
MTS104,What is the vertex of the parabola y = (x-1)² + 2?,(1, 2),(-1, 2),(1, -2),(-1, -2),A,,,,,,,,,
MTS104,What is the eccentricity of a hyperbola?,Greater than 1,Less than 1,Equal to 1,Equal to 0,A,,,,,,,,,,,,,
MTS104,What is the radius of the circle x² + y² + 6x - 2y + 1 = 0?,3,4,5,6,A,,,,,,,,,,,,,
MTS104,What is the focus of the parabola y² = -12x?,(-3, 0),(3, 0),(0, -3),(0, 3),A,,,,,,,,,
MTS104,What is the directrix of the parabola x² = -8y?,y = 2,y = -2,x = 2,x = -2,A,,,,,,,,,,,,,
MTS104,What are the asymptotes of the hyperbola x²/9 - y²/4 = 1?,y = ±(2/3)x,y = ±(3/2)x,y = ±(1/3)x,y = ±(3/1)x,A,,,,,,,,,,,,,
MTS104,What is the center of the ellipse (x-2)²/16 + (y+3)²/9 = 1?,(2, -3),(-2, 3),(2, 3),(-2, -3),A,,,,,,,,,
MTS104,What is the length of the latus rectum of the parabola y² = 4x?,4,8,12,16,A,,,,,,,,,,,,,
MTS104,What is the focus of the parabola x² = 12y?,(0, 3),(0, -3),(3, 0),(-3, 0),A,,,,,,,,,
MTS104,What is the vertex of the parabola x = (y+2)² - 1?,(-1, -2),(1, 2),(-1, 2),(1, -2),A,,,,,,,,,
MTS104,What is the radius of the circle (x-3)² + (y+1)² = 9?,3,4,5,6,A,,,,,,,,,,,,,
MTS104,What is the directrix of the parabola y² = 16x?,x = -4,x = 4,y = -4,y = 4,A,,,,,,,,,,,,,
MTS104,What are the vertices of the ellipse x²/16 + y²/25 = 1?,(0, 5), (0, -5),(4, 0), (-4, 0),(0, 5), (0, -5),A,,,,,
MTS104,For the hyperbola x²/25 - y²/16 = 1, what are the foci?,(±v41, 0),(±5, 0),(0, ±v41),(0, ±5),A,,,,,,,,
MTS104,What is the center of the circle x² + y² - 4x + 6y - 12 = 0?,(2, -3),(-2, 3),(2, 3),(-2, -3),A,,,,,,,,,
MTS104,What is the focus of the parabola y² = -4x?,(-1, 0),(1, 0),(0, -1),(0, 1),A,,,,,,,,,
MTS104,What is the eccentricity of a parabola?,1,0,Less than 1,Greater than 1,A,,,,,,,,,,,,,
MTS104,What is the directrix of the parabola x² = 4y?,y = -1,y = 1,x = -1,x = 1,A,,,,,,,,,,,,,
MTS104,What are the vertices of the hyperbola (y-2)²/16 - (x+1)²/9 = 1?,(2, 6), (2, -2),(-1, 6), (-1, -2),(2, 6), (2, -2),A,,,,,
MTS104,What is the length of the major axis of the ellipse x²/9 + y²/25 = 1?,10,6,5,3,A,,,,,,,,,,,,,
MTS104,What is the center of the ellipse (x+1)²/4 + (y-2)²/9 = 1?,(-1, 2),(1, -2),(-1, -2),(1, 2),A,,,,,,,,,
MTS104,What is the focus of the parabola x² = -16y?,(0, -4),(0, 4),(4, 0),(-4, 0),A,,,,,,,,,
MTS104,What is the radius of the circle x² + y² + 2x - 2y - 7 = 0?,3,4,5,6,A,,,,,,,,,,,,,
MTS104,What are the asymptotes of the hyperbola x²/16 - y²/9 = 1?,y = ±(3/4)x,y = ±(4/3)x,y = ±(2/3)x,y = ±(3/2)x,A,,,,,,,,,,,,,
MTS104,What is the vertex of the parabola y = (x-2)² + 1?,(2, 1),(-2, 1),(2, -1),(-2, -1),A,,,,,,,,,
MTS104,What is the directrix of the parabola y² = 8x?,x = -2,x = 2,y = -2,y = 2,A,,,,,,,,,,,,,
MTS104,What is the center of the hyperbola (x-1)²/25 - (y+2)²/16 = 1?,(1, -2),(-1, 2),(1, 2),(-1, -2),A,,,,,,,,,
MTS104,What is the focus of the parabola x² = 8y?,(0, 2),(0, -2),(2, 0),(-2, 0),A,,,,,,,,,
MTS104,What is the length of the latus rectum of the parabola y² = -12x?,12,6,4,8,A,,,,,,,,,,,,,
MTS104,What is the center of the circle (x+2)² + (y-3)² = 4?,(-2, 3),(2, -3),(-2, -3),(2, 3),A,,,,,,,,,
MTS104,What are the foci of the ellipse x²/4 + y²/16 = 1?,(0, ±v12),(0, ±4),(±v12, 0),(±4, 0),A,,,,,,,,,
MTS104,What is the vertex of the parabola x = (y-3)² + 2?,(2, 3),(3, 2),(-2, 3),(2, -3),A,,,,,,,,,
MTS104,What is the directrix of the parabola x² = -4y?,y = 1,y = -1,x = 1,x = -1,A,,,,,,,,,,,,,
MTS104,What is the eccentricity of a circle?,0,1,Less than 1,Greater than 1,A,,,,,,,,,,,,,
MTS104,What are the vertices of the ellipse (x-3)²/25 + (y+1)²/16 = 1?,(8, -1), (-2, -1),(3, 3), (3, -5),(8, -1), (-2, -1),A,,,,,
MTS104,For the hyperbola x²/9 - y²/25 = 1, what are the foci?,(±v34, 0),(±5, 0),(0, ±v34),(0, ±5),A,,,,,,,,
MTS104,What is the focus of the parabola y² = 4x?,(1, 0),(-1, 0),(0, 1),(0, -1),A,,,,,,,,,
MTS104,What is the center of the circle x² + y² - 6x + 4y - 12 = 0?,(3, -2),(-3, 2),(3, 2),(-3, -2),A,,,,,,,,,
MTS104,What is the directrix of the parabola y² = -16x?,x = 4,x = -4,y = 4,y = -4,A,,,,,,,,,,,,,
MTS104,What is the radius of the circle x² + y² + 8x - 2y + 1 = 0?,4,5,3,6,A,,,,,,,,,,,,,
MTS104,What is the vertex of the parabola y = x² + 2x + 1?,(-1, 0),(1, 0),(-1, 1),(1, 1),A,,,,,,,,,
MTS104,What are the asymptotes of the hyperbola (y+1)²/9 - (x-2)²/16 = 1?,y = ±(3/4)(x-2) - 1,y = ±(4/3)(x-2) - 1,y = ±(2/3)(x-2) - 1,y = ±(3/2)(x-2) - 1,A,,,,,,,,,,,,,
MTS104,What is the length of the major axis of the ellipse x²/16 + y²/4 = 1?,8,4,2,6,A,,,,,,,,,,,,,
MTS104,What is the focus of the parabola x² = 16y?,(0, 4),(0, -4),(4, 0),(-4, 0),A,,,,,,,,,
MTS104,What is the center of the ellipse (x+2)²/25 + (y-1)²/9 = 1?,(-2, 1),(2, -1),(-2, -1),(2, 1),A,,,,,,,,,
MTS104,What is the directrix of the parabola y² = 4x?,x = -1,x = 1,y = -1,y = 1,A,,,,,,,,,,,,,
MTS104,What is the radius of the circle (x-1)² + (y+2)² = 16?,4,5,3,6,A,,,,,,,,,,,,,
MTS104,What are the foci of the hyperbola x²/25 - y²/9 = 1?,(±v34, 0),(±5, 0),(0, ±v34),(0, ±5),A,,,,,,,,,
MTS104,What is the vertex of the parabola x = (y+1)² - 2?,(-2, -1),(2, 1),(-2, 1),(2, -1),A,,,,,,,,,
MTS104,What is the eccentricity of an ellipse?,Less than 1,Greater than 1,Equal to 1,Equal to 0,A,,,,,,,,,,,,,
MTS104,What is the focus of the parabola y² = -8x?,(-2, 0),(2, 0),(0, -2),(0, 2),A,,,,,,,,,
MTS104,What is the center of the circle x² + y² + 2x - 4y - 4 = 0?,(-1, 2),(1, -2),(-1, -2),(1, 2),A,,,,,,,,,
MTS104,What is the directrix of the parabola x² = 12y?,y = -3,y = 3,x = -3,x = 3,A,,,,,,,,,,,,,
MTS104,What are the vertices of the ellipse x²/9 + y²/16 = 1?,(0, 4), (0, -4),(3, 0), (-3, 0),(0, 4), (0, -4),A,,,,,
MTS104,For the hyperbola (x-2)²/16 - (y+3)²/9 = 1, what is the center?,(2, -3),(-2, 3),(2, 3),(-2, -3),A,,,,,,,,
MTS104,What is the length of the latus rectum of the parabola x² = -4y?,4,8,12,16,A,,,,,,,,,,,,,
MTS104,What is the focus of the parabola y² = 16x?,(4, 0),(-4, 0),(0, 4),(0, -4),A,,,,,,,,,
MTS104,What is the radius of the circle x² + y² - 4x + 6y - 12 = 0?,5,4,3,6,A,,,,,,,,,,,,,
MTS104,What is the directrix of the parabola y² = -4x?,x = 1,x = -1,y = 1,y = -1,A,,,,,,,,,,,,,
MTS104,What are the asymptotes of the hyperbola x²/9 - y²/16 = 1?,y = ±(4/3)x,y = ±(3/4)x,y = ±(2/3)x,y = ±(3/2)x,A,,,,,,,,,,,,,
MTS104,What is the vertex of the parabola y = (x+3)² - 2?,(-3, -2),(3, -2),(-3, 2),(3, 2),A,,,,,,,,,
MTS104,What is the center of the ellipse (x-1)²/16 + (y+2)²/25 = 1?,(1, -2),(-1, 2),(1, 2),(-1, -2),A,,,,,,,,,
MTS104,What is the focus of the parabola x² = -8y?,(0, -2),(0, 2),(2, 0),(-2, 0),A,,,,,,,,,
MTS104,What is the length of the major axis of the ellipse x²/25 + y²/16 = 1?,10,8,5,4,A,,,,,,,,,,,,,
MTS104,What is the center of the circle (x+2)² + (y-1)² = 9?,(-2, 1),(2, -1),(-2, -1),(2, 1),A,,,,,,,,,
MTS104,What is the directrix of the parabola y² = 12x?,x = -3,x = 3,y = -3,y = 3,A,,,,,,,,,,,,,
MTS104,What are the foci of the ellipse x²/16 + y²/9 = 1?,(±v7, 0),(±7, 0),(0, ±v7),(0, ±7),A,,,,,,,,,
MTS104,What is the vertex of the parabola x = (y-1)² + 3?,(3, 1),(1, 3),(-3, 1),(3, -1),A,,,,,,,,,
MTS104,What is the eccentricity of a hyperbola?,Greater than 1,Less than 1,Equal to 1,Equal to 0,A,,,,,,,,,,,,,
MTS104,What is the focus of the parabola y² = 4x?,(1, 0),(-1, 0),(0, 1),(0, -1),A,,,,,,,,,
MTS104,What is the radius of the circle x² + y² + 6x - 2y + 1 = 0?,3,4,5,6,A,,,,,,,,,,,,,
MTS104,What is the directrix of the parabola x² = 16y?,y = -4,y = 4,x = -4,x = 4,A,,,,,,,,,,,,,
MTS104,What are the vertices of the hyperbola (x+1)²/9 - (y-2)²/4 = 1?,(4, -2), (-2, -2),(1, 2), (1, -6),(4, -2), (-2, -2),A,,,,,
MTS104,What is the center of the ellipse (x-2)²/4 + (y+3)²/16 = 1?,(2, -3),(-2, 3),(2, 3),(-2, -3),A,,,,,,,,,
MTS104,What is the focus of the parabola y² = -16x?,(-4, 0),(4, 0),(0, -4),(0, 4),A,,,,,,,,,
MTS104,What is the length of the latus rectum of the parabola x² = 4y?,4,8,12,16,A,,,,,,,,,,,,,
MTS104,What is the center of the circle x² + y² - 2x + 4y - 4 = 0?,(1, -2),(-1, 2),(1, 2),(-1, -2),A,,,,,,,,,
MTS104,What is the directrix of the parabola y² = 8x?,x = -2,x = 2,y = -2,y = 2,A,,,,,,,,,,,,,
MTS104,What are the asymptotes of the hyperbola x²/25 - y²/16 = 1?,y = ±(4/5)x,y = ±(5/4)x,y = ±(3/5)x,y = ±(5/3)x,A,,,,,,,,,,,,,
MTS104,What is the vertex of the parabola y = (x-1)² + 3?,(1, 3),(-1, 3),(1, -3),(-1, -3),A,,,,,,,,,
MTS104,What is the focus of the parabola x² = -12y?,(0, -3),(0, 3),(3, 0),(-3, 0),A,,,,,,,,,
MTS104,What is the center of the hyperbola (x+2)²/16 - (y-1)²/9 = 1?,(-2, 1),(2, -1),(-2, -1),(2, 1),A,,,,,,,,,
MTS104,What is the radius of the circle (x-3)² + (y+2)² = 25?,5,4,3,6,A,,,,,,,,,,,,,
MTS104,What is the directrix of the parabola y² = 4x?,x = -1,x = 1,y = -1,y = 1,A,,,,,,,,,,,,,
MTS104,What are the foci of the ellipse x²/9 + y²/4 = 1?,(±v5, 0),(±5, 0),(0, ±v5),(0, ±5),A,,,,,,,,,
MTS104,What is the vertex of the parabola x = (y+3)² - 2?,(-2, -3),(2, 3),(-2, 3),(2, -3),A,,,,,,,,,
MTS104,What is the length of the major axis of the ellipse x²/16 + y²/25 = 1?,10,8,5,4,A,,,,,,,,,,,,,
MTS104,What is the focus of the parabola y² = -4x?,(-1, 0),(1, 0),(0, -1),(0, 1),A,,,,,,,,,
MTS104,What is the center of the circle x² + y² + 4x - 6y - 12 = 0?,(-2, 3),(2, -3),(-2, -3),(2, 3),A,,,,,,,,,
MTS104,What is the directrix of the parabola x² = 8y?,y = -2,y = 2,x = -2,x = 2,A,,,,,,,,,,,,,
MTS104,What are the vertices of the ellipse (x+1)²/25 + (y-2)²/16 = 1?,(6, 2), (-4, 2),(1, 6), (1, -2),(6, 2), (-4, 2),A,,,,,
MTS104,For the hyperbola x²/16 - y²/25 = 1, what are the foci?,(±v41, 0),(±5, 0),(0, ±v41),(0, ±5),A,,,,,,,,
MTS104,What is the eccentricity of a parabola?,1,0,Less than 1,Greater than 1,A,,,,,,,,,,,,,
MTS104,What is the focus of the parabola y² = 12x?,(3, 0),(-3, 0),(0, 3),(0, -3),A,,,,,,,,,
MTS104,What is the center of the circle x² + y² - 6x + 2y - 6 = 0?,(3, -1),(-3, 1),(3, 1),(-3, -1),A,,,,,,,,,
MTS104,What is the directrix of the parabola y² = -8x?,x = 2,x = -2,y = 2,y = -2,A,,,,,,,,,,,,,
MTS104,What is the radius of the circle (x+2)² + (y-3)² = 16?,4,5,3,6,A,,,,,,,,,,,,,
MTS104,What are the asymptotes of the hyperbola (y-2)²/9 - (x+1)²/16 = 1?,y = ±(3/4)(x+1) + 2,y = ±(4/3)(x+1) + 2,y = ±(2/3)(x+1) + 2,y = ±(3/2)(x+1) + 2,A,,,,,,,,,,,,,
MTS104,What is the vertex of the parabola y = x² + 4x + 4?,(-2, 0),(2, 0),(-2, 4),(2, 4),A,,,,,,,,,
MTS104,What is the focus of the parabola x² = -4y?,(0, -1),(0, 1),(1, 0),(-1, 0),A,,,,,,,,,
MTS104,What is the center of the ellipse (x-3)²/9 + (y+1)²/16 = 1?,(3, -1),(-3, 1),(3, 1),(-3, -1),A,,,,,,,,,
MTS104,What is the length of the latus rectum of the parabola y² = 16x?,16,8,4,12,A,,,,,,,,,,,,,
MTS104,What is the directrix of the parabola x² = 4y?,y = -1,y = 1,x = -1,x = 1,A,,,,,,,,,,,,,
MTS104,What are the foci of the hyperbola x²/9 - y²/16 = 1?,(±5, 0),(±4, 0),(0, ±5),(0, ±4),A,,,,,,,,,
MTS104,What is the vertex of the parabola x = (y-1)² + 2?,(2, 1),(1, 2),(-2, 1),(2, -1),A,,,,,,,,,
MTS104,What is the radius of the circle x² + y² + 2x - 2y - 7 = 0?,3,4,5,6,A,,,,,,,,,,,,,
MTS104,What is the focus of the parabola y² = -12x?,(-3, 0),(3, 0),(0, -3),(0, 3),A,,,,,,,,,
MTS104,What is the center of the circle (x-1)² + (y+2)² = 4?,(1, -2),(-1, 2),(1, 2),(-1, -2),A,,,,,,,,,
MTS104,What is the directrix of the parabola x² = 16y?,y = -4,y = 4,x = -4,x = 4,A,,,,,,,,,,,,,
MTS104,What are the vertices of the ellipse x²/25 + y²/9 = 1?,(5, 0), (-5, 0),(0, 3), (0, -3),(5, 0), (-5, 0),A,,,,,
MTS104,For the hyperbola x²/25 - y²/16 = 1, what are the asymptotes?,y = ±(4/5)x,y = ±(5/4)x,y = ±(3/5)x,y = ±(5/3)x,A,,,,,,,,,,,,
MTS104,What is the focus of the parabola y² = 4x?,(1, 0),(-1, 0),(0, 1),(0, -1),A,,,,,,,,,
MTS104,What is the center of the hyperbola (x+1)²/16 - (y-2)²/9 = 1?,(-1, 2),(1, -2),(-1, -2),(1, 2),A,,,,,,,,,
MTS104,What is the vertex of the parabola y = (x-2)² + 1?,(2, 1),(-2, 1),(2, -1),(-2, -1),A,,,,,,,,,
MTS104,What is the length of the major axis of the ellipse x²/4 + y²/16 = 1?,8,4,2,6,A,,,,,,,,,,,,,
MTS104,What is the directrix of the parabola y² = -8x?,x = 2,x = -2,y = 2,y = -2,A,,,,,,,,,,,,,
MTS104,What is the radius of the circle x² + y² - 6x + 4y - 12 = 0?,5,4,3,6,A,,,,,,,,,,,,,
MTS104,What is the focus of the parabola x² = 12y?,(0, 3),(0, -3),(3, 0),(-3, 0),A,,,,,,,,,
MTS104,What is the center of the ellipse (x+2)²/9 + (y-1)²/16 = 1?,(-2, 1),(2, -1),(-2, -1),(2, 1),A,,,,,,,,,
MTS104,What is the eccentricity of a circle?,0,1,Less than 1,Greater than 1,A,,,,,,,,,,,,,
MTS104,What are the foci of the hyperbola (y-2)²/16 - (x+1)²/9 = 1?,(2, 2 ± v25),(2, 2 ± 5),(-1, 2 ± v25),(-1, 2 ± 5),A,,,,,,,,,
MTS104,What is the vertex of the parabola x = (y+2)² - 1?,(-1, -2),(1, 2),(-1, 2),(1, -2),A,,,,,,,,,
MTS104,What is the directrix of the parabola y² = 16x?,x = -4,x = 4,y = -4,y = 4,A,,,,,,,,,,,,,
MTS104,What is the focus of the parabola x² = -4y?,(0, -1),(0, 1),(1, 0),(-1, 0),A,,,,,,,,,
MTS104,What is the center of the circle (x-3)² + (y+1)² = 9?,(-3, 1),(3, -1),(-3, -1),(3, 1),A,,,,,,,,,
MTS104,What is the length of the latus rectum of the parabola y² = 4x?,4,8,12,16,A,,,,,,,,,,,,,
MTS104,What are the vertices of the ellipse x²/16 + y²/9 = 1?,(4, 0), (-4, 0),(0, 3), (0, -3),(4, 0), (-4, 0),A,,,,,
MTS104,For the hyperbola x²/9 - y²/4 = 1, what are the foci?,(±v13, 0),(±5, 0),(0, ±v13),(0, ±5),A,,,,,,,,
MTS104,What is the directrix of the parabola x² = 8y?,y = -2,y = 2,x = -2,x = 2,A,,,,,,,,,,,,,
MTS104,What is the center of the hyperbola (x-2)²/25 - (y+3)²/16 = 1?,(2, -3),(-2, 3),(2, 3),(-2, -3),A,,,,,,,,,
MTS104,What is the focus of the parabola y² = -12x?,(-3, 0),(3, 0),(0, -3),(0, 3),A,,,,,,,,,
MTS104,What is the radius of the circle x² + y² + 2x - 4y - 4 = 0?,3,4,5,6,A,,,,,,,,,,,,,
MTS104,What is the vertex of the parabola y = (x+1)² + 2?,(-1, 2),(1, -2),(-1, -2),(1, 2),A,,,,,,,,,
MTS104,What are the asymptotes of the hyperbola x²/16 - y²/25 = 1?,y = ±(5/4)x,y = ±(4/5)x,y = ±(3/4)x,y = ±(4/3)x,A,,,,,,,,,,,,,
MTS104,What is the focus of the parabola x² = 4y?,(0, 1),(0, -1),(1, 0),(-1, 0),A,,,,,,,,,
MTS104,What is the center of the ellipse (x-1)²/9 + (y+2)²/16 = 1?,(1, -2),(-1, 2),(1, 2),(-1, -2),A,,,,,,,,,
MTS104,What is the directrix of the parabola y² = 8x?,x = -2,x = 2,y = -2,y = 2,A,,,,,,,,,,,,,
MTS104,What is the length of the major axis of the ellipse x²/25 + y²/16 = 1?,10,8,5,4,A,,,,,,,,,,,,,
MTS104,What is the vertex of the parabola x = (y-2)² + 1?,(1, 2),(2, 1),(-1, 2),(1, -2),A,,,,,,,,,
MTS104,What is the focus of the parabola y² = -4x?,(-1, 0),(1, 0),(0, -1),(0, 1),A,,,,,,,,,
MTS104,What is the center of the circle x² + y² - 6x + 4y - 12 = 0?,(3, -2),(-3, 2),(3, 2),(-3, -2),A,,,,,,,,,
MTS104,What is the directrix of the parabola x² = -16y?,y = 4,y = -4,x = 4,x = -4,A,,,,,,,,,,,,,
MTS104,What are the foci of the ellipse x²/4 + y²/9 = 1?,(0, ±v5),(0, ±3),(±v5, 0),(±3, 0),A,,,,,,,,,
MTS104,What is the vertex of the parabola y = (x-3)² + 2?,(3, 2),(-3, 2),(3, -2),(-3, -2),A,,,,,,,,,
MTS104,What is the radius of the circle (x+2)² + (y-3)² = 9?,3,4,5,6,A,,,,,,,,,,,,,
MTS104,What are the asymptotes of the hyperbola (x+1)²/25 - (y-2)²/16 = 1?,y = ±(4/5)(x+1) + 2,y = ±(5/4)(x+1) + 2,y = ±(3/5)(x+1) + 2,y = ±(5/3)(x+1) + 2,A,,,,,,,,,,,,,
MTS104,What is the focus of the parabola x² = 12y?,(0, 3),(0, -3),(3, 0),(-3, 0),A,,,,,,,,,
MTS104,What is the center of the hyperbola (y+2)²/9 - (x-1)²/16 = 1?,(1, -2),(-1, 2),(1, 2),(-1, -2),A,,,,,,,,,
