course,question,optionA,optionB,optionC,optionD,correctAnswer,,,,
PHY102,Which capacitor can be used for temperature compensation?,Air capacitor,Ceramic capacitor,Paper capacitor,None of the above,B,,,,
PHY102,Which statement is incorrect?,Thinner dielectric increases capacitance and lowers breakdown voltage,Six dot mica capacitor coded white, green, black, red, yellow is 500 pF,Capacitors in series provide less capacitance but higher breakdown voltage,Capacitor stores charge due to dielectric,B
PHY102,Paper capacitors usually have a tolerance of,5%,10%,15%,20%,B,,,,
PHY102,For closer tolerances, which capacitor is usually preferred?,Paper capacitor,Mica capacitor,Ceramic disc capacitor,None of the above,B,,,
PHY102,The electrostatic force between two charges of one coulomb each placed 0.5 m apart is,36 x 10^6 N,36 x 10^7 N,36 x 10^8 N,36 x 10^9 N,D,,,,
PHY102,The units of volume charge density are,Coulomb/meter,Coulomb/meter^2,Coulomb/meter^3,Coulomb/meter^4,C,,,,
PHY102,The statement 'The surface integral of the normal component of the electric displacement D over any closed surface equals the charge enclosed' is associated with,Gauss's law,Kirchhoff's law,Faraday's law,Lenz's law,A,,,,
PHY102,Dielectric strength of mica is,10 to 20 kV/mm,30 to 50 kV/mm,50 to 200 kV/mm,300 to 500 kV/mm,C,,,,
PHY102,The dielectric constant of glass is given by,0.1 to 0.4,0.5 to 1.0,2.0 to 4.0,5 to 100,D,,,,
PHY102,Capacitors mainly used for radio frequency tuning are,Paper,Air,Mica,Electrolytic,B,,,,
PHY102,Capacitors that can be used only for D.C. are,Air,Paper,Mica,Electrolytic,D,,,,
PHY102,Capacitors used in transistor circuits are,Ceramic,Paper,Air,Electrolytic,A,,,,
PHY102,Capacitors used for audio and radio frequency coupling and tuning are,Air,Mica,Plastic film,Ceramic,B,,,,
PHY102,The inverse of capacitance is called,reluctance,conductance,susceptance,elastance,D,,,,
PHY102,When the dielectric is homogeneous, the potential gradient is,uniform,non-uniform,zero,any of the above,A,,,
PHY102,The potential gradient across the material of low permittivity is,smaller,greater,both a and b,none of the above,B,,,,
PHY102,The field associated with the capacitor is,Electric,Magnetic,Both a and b,None of the above,A,,,,
PHY102,A capacitor having capacitance of 5 uF is charged to 10000 V. The energy stored is,50 joules,150 joules,200 joules,250 joules,D,,,,
PHY102,The maximum electrostatic stress in a single core cable used on 33000 V with conductor diameter 10 mm and sheath internal diameter 25 mm is,62 x 10^5 V/m,72 x 10^5 V/m,82 x 10^5 V/m,92 x 10^5 V/m,B,,,,
PHY102,The acceleration of an electron placed between two infinite parallel plates 10 mm apart with a potential difference of 100 V is,0.56 x 10^15 m/s^2,1.5 x 10^15 m/s^2,1.6 x 10^15 m/s^2,1.76 x 10^15 m/s^2,D,,,,
PHY102,The total deficiency or excess of electrons in a body is known as,current,voltage,potential gradient,charge,D,,,,
PHY102,The relative permittivity has the following units,F/m,m/F,W/m,no units,D,,,,
PHY102,The phenomenon of an uncharged body getting charged by the nearness of a charged body is known as,photoelectric effect,chemical effect,magnetic effect,induction,D,,,,
PHY102,A unit tube of flux is known as,Newton,Faraday,Michael,None of the above,B,,,,
PHY102,The number of Faraday tubes of flux passing through a surface in an electric field is called,electric flux,electric flux density,magnetic flux density,electric charge density,A,,,,
PHY102,The unit of electric intensity is,N/C^2,N/m^2,N/C,N^2/C,C,,,,
PHY102,The value of E within the field due to a point charge can be found with,Faraday's laws,Kirchhoff's laws,Coulomb's laws,none of the above,C,,,,
PHY102,Electric intensity at any point in an electric field is equal to the,electric flux,magnetic flux density,potential gradient,none of the above,C,,,,
PHY102,Electric displacement is a,scalar,vector,both of the above,none of the above,B,,,,
PHY102,Electric intensity at a point is equal to the,electric flux,negative potential gradient,magnetic flux,magnetic flux density,B,,,,
PHY102,The unit of dielectric strength is given by,V/m,V^2/m,m/V,m/V^2,A,,,,
PHY102,Dielectric strength with increasing thickness,increases,decreases,remains unaltered,none of the above,B,,,,
PHY102,The property of a capacitor to store electricity is called its,capacitance,charge,energy,none of the above,A,,,,
PHY102,The property of a capacitor which delays any change of voltage across it is,inductance,capacitance,potential gradient,none of the above,B,,,,
PHY102,A capacitance of 100 nF is connected in series with a resistance of 8000 O. The time constant of the circuit is,0.2 s,0.4 s,0.6 s,0.8 s,D,,,,
PHY102,In a cable capacitor, voltage gradient is maximum at the surface of the,earth,conductor,sheath,insulator,B,,,
PHY102,The time constant of an R-C circuit is defined as the time during which capacitor charging voltage rises to percent of its value,57 initial,62 initial,62 final,57 final,C,,,,
PHY102,The time constant of an R-C circuit may also be defined as the time during which the charging current falls to percent of its initial maximum value,37,42,63,73,A,,,,
PHY102,The capacitance of a capacitor is influenced by,plate area,plate separation,nature of dielectric,all of the above,E,,,,
PHY102,A capacitor consists of two,ceramic plates and one mica disc,insulators separated by a dielectric,silver-coated insulators,conductors separated by an insulator,D,,,,
PHY102,Permittivity is expressed in,Farad/sq-m,Farad/meter,Weber/meter,Weber/sq-m,B,,,,
PHY102,Dielectric strength of a material depends on,moisture content,temperature,thickness,all of the above,D,,,,
PHY102,What happens to an insulating medium if voltage more than the breakdown voltage is applied?,It will become magnetic,It will melt,It will get punctured or cracked,Its molecular structure will change,C,,,,
PHY102,Which medium has the least dielectric strength?,Paraffin wax,Quartz,Glass,Air,D,,,,
PHY102,1 volt/meter is the same as,1 meter/coulomb,1 newton/meter,1 newton/coulomb,1 joule/coulomb,C,,,,
PHY102,One volt is the same as,one joule/coulomb,one coulomb/joule,one coulomb,one joule,A,,,,
PHY102,The capacitance between two plates increases with,shorter plate area and higher applied voltage,shorter plate area and shorter distance between them,larger plate area and longer distance between plates,larger plate area and shorter distance between plates,D,,,,
PHY102,The time constant of a charging circuit with capacitance C and resistance R is given by,1/CR,1/RC,RC,R/C,C,,,,
PHY102,The bridge used for the measurement of capacitance is,Wien's bridge,Wheatstone bridge,Schering bridge,Hay's bridge,C,,,,
PHY102,If an ohmmeter reading immediately goes practically to zero and stays there, the capacitor is,charged,short-circuited,lossy,satisfactory,B,,,
PHY102,Which capacitor has the smallest dimensions for identical ratings?,Aluminium foil capacitor,Mica capacitor,Ceramic capacitor,Paper capacitor,C,,,,
PHY102,An uncharged conductor placed near a charged conductor will,get charged by conduction,get charged by induction and attracted,be attracted first then charged by induction,remain unchanged,B,,,,
PHY102,The presence of an uncharged conductor near a charged one increases the,charge of the charged conductor,capacity of the charged conductor,potential of the charged conductor,all of the above,B,,,,
PHY102,Paper condenser is,always polarised,usually of fixed value,electrolytic condenser,variable condenser,B,,,,
PHY102,Mica capacitors are characterized by all except,stable operation,accurate value,low leakage reactance,low losses,C,,,,
PHY102,A potential of 400 V is applied to a capacitor with plates 4 mm apart. The strength of electric field is,100 kV/m,10 kV/m,5 kV/m,2 kV/m,A,,,,
PHY102,For a good 0.05 uF capacitor, an ohmmeter reading should,show low resistance momentarily and back off to very high resistance,show high resistance momentarily then low resistance,go to 50 ohm and stay,not move at all,A,,,
PHY102,The ohmmeter reading for a short-circuited capacitor is,infinity,few kilo ohms,few megohms,zero,D,,,,
PHY102,Which statement is correct?,Mica capacitors are 5 to 20 uF,Air capacitors have a black band to indicate outside foil,Electrolytic capacitors must be connected in correct polarity,Ceramic capacitors must be connected in correct polarity,C,,,,
PHY102,Which capacitor is preferred for high frequency circuits?,Air capacitor,Electrolytic capacitor,Mica capacitor,None of the above,C,,,,
PHY102,An electrolytic capacitor is generally made to provide,low capacitance,fixed capacitance,variable capacitance,large value of capacitance,D,,,,
PHY102,To remove static electricity from machinery,construct insulated cabinet,insulate the machinery,ground the framework,humidify the surroundings,C,,,,
PHY102,If a third equal and similar charge is placed between two equal and similar charges, it will,move out of the field,remain in stable equilibrium,not be in equilibrium,be in unstable equilibrium,B,,,
PHY102,A region around a stationary electric charge has,an electric field,a magnetic field,both a and b,none of the above,A,,,,
PHY102,The minimum value of potential gradient in a cable occurs in,insulation,conductor,outer sheath,uniformly all over,A,,,,
PHY102,Dielectric strength of a medium,increases with rise in temperature,increases with moisture content,is same for all insulating materials,none of the above,D,,,,
PHY102,A charge repels another equal charge with 9 x 10^9 N in vacuum is known as,milli-coulomb,micro-coulomb,pico-coulomb,coulomb,D,,,,
PHY102,Dielectric strength of a medium is usually expressed in,J/mm,C/m^2,kV/mm,N/mm,C,,,,
PHY102,A positive and negative charge initially 50 mm apart, moved to 10 mm apart, the force will be,5 times smaller,5 times greater,10 times greater,25 times larger,D,,
PHY102,Which is the most superior dielectric?,Air,Glass,Bakelite,Paper,C,,,,
PHY102,When a dielectric is placed in an electric field, the field strength,decreases,increases,reduces to zero,remains unchanged,A,,,
PHY102,To prevent generation of static charges on rubber or flat leather,surface is moistened,conductive dressing is done,oil compound dressing is done,talcum powder is sprayed,B,,,,
PHY102,Which capacitor is preferred for single phase motor?,Mica capacitor,Paper capacitor,Electrolytic capacitor,Ceramic capacitor,C,,,,
PHY102,A capacitance opposes the change in circuit,current,voltage,impedance,none of the above,B,,,,
PHY102,A condenser suitable for D.C. only is,metallic plate variable gang condenser,metallic paper capacitor,oil impregnated paper condenser,poled aluminium electrolytic condenser,D,,,,
PHY102,In a capacitor, the electric charge is stored in,metal plates,dielectric,dielectric and metal plates,none of the above,B,,,
PHY102,The electric potential at a point due to a point charge is proportional to,1/r,1/r^2,r,r^2,A,,,,
PHY102,The work done in moving a charge between two points on an equipotential surface is,positive,negative,zero,dependent on the path,C,,,,
PHY102,The electric field inside a conductor in electrostatic equilibrium is,uniform,non-uniform,zero,infinite,C,,,,
PHY102,The energy stored in a capacitor is proportional to,square of the voltage,voltage,charge,reciprocal of voltage,A,,,,
PHY102,The electric flux through a surface is maximum when the angle between the field and the normal to the surface is,0°,45°,90°,180°,A,,,,
PHY102,The unit of electric flux is,Nm^2/C,N/C,V/m,F/m,A,,,,
PHY102,The electric field due to an infinite sheet of charge is,dependent on distance,independent of distance,proportional to 1/r,proportional to r,B,,,,
PHY102,The potential difference between two points in an electric field is defined as,work done per unit charge,force per unit charge,charge per unit distance,energy per unit charge,A,,,,
PHY102,The electric field inside a parallel plate capacitor is,non-uniform,uniform,proportional to distance,inversely proportional to distance,B,,,,
PHY102,The force on a charge in a magnetic field is,perpendicular to both velocity and field,parallel to the field,parallel to the velocity,zero if velocity is zero,A,,,,
PHY102,The capacitance of a parallel plate capacitor is inversely proportional to,plate area,distance between plates,dielectric constant,applied voltage,B,,,,
PHY102,The electric field due to a dipole at a point on its axial line is proportional to,1/r,1/r^2,1/r^3,r,C,,,,
PHY102,The potential due to an electric dipole at a point is proportional to,1/r,1/r^2,1/r^3,r,B,,,,
PHY102,The torque on an electric dipole in a uniform electric field is maximum when the dipole is,parallel to the field,perpendicular to the field,at 45° to the field,at 0° to the field,B,,,,
PHY102,The electric field inside a dielectric is,reduced,amplified,unchanged,dependent on the charge,A,,,,
PHY102,The unit of electric dipole moment is,Coulomb-meter,Coulomb/meter,Newton-meter,Newton/Coulomb,A,,,,
PHY102,The electric field between two oppositely charged parallel plates is,uniform,non-uniform,proportional to distance,inversely proportional to distance,A,,,,
PHY102,The energy density in an electric field is proportional to,square of the field strength,field strength,inverse of the field strength,inverse square of the field strength,A,,,,
PHY102,The electric field due to a uniformly charged sphere at a point outside is the same as that of a,point charge at its center,dipole,uniform sheet,infinite line,A,,,,
PHY102,The potential inside a uniformly charged spherical shell is,constant,proportional to r,proportional to 1/r,proportional to 1/r^2,A,,,,
PHY102,The electric field at the surface of a conductor is,parallel to the surface,perpendicular to the surface,dependent on the charge,dependent on the radius,B,,,,
PHY102,The capacitance of a spherical capacitor is proportional to,radius of the inner sphere,radius of the outer sphere,both radii,ratio of radii,C,,,,
PHY102,The electric field just outside a charged conductor is proportional to,surface charge density,charge,1/r,1/r^2,A,,,,
PHY102,The electric flux through a closed surface with no charge inside is,positive,negative,zero,dependent on the surface,C,,,,
PHY102,The potential energy of a system of two charges is,positive if like charges,negative if unlike charges,both a and b,none of the above,C,,,,
PHY102,The electric field inside a hollow conductor is,zero,proportional to the charge,proportional to the distance,inversely proportional to distance,A,,,,
PHY102,The force between two parallel current-carrying wires is due to,electric field,magnetic field,gravitational field,none of the above,B,,,,
PHY102,The electric field due to a line of charge is proportional to,1/r,1/r^2,r,r^2,A,,,,
PHY102,The potential due to a uniformly charged ring at a point on its axis is proportional to,1/r,1/r^2,1/v(r^2 + a^2),r,C,,,,
PHY102,The electric field inside a charged conductor is,non-zero,zero,proportional to charge,inversely proportional to charge,B,,,,
PHY102,The capacitance of a capacitor increases with the,area of plates,distance between plates,applied voltage,none of the above,A,,,,
PHY102,The electric field due to a charged infinite plane is,proportional to distance,inversely proportional to distance,independent of distance,proportional to 1/r^2,C,,,,
PHY102,The work done in moving a charge in a uniform electric field is,independent of path,dependent on path,proportional to distance,proportional to charge,A,,,,
PHY102,The electric potential at a point due to a point charge is given by,kQ/r,kQ/r^2,Q/r,Q/r^2,A,,,,
PHY102,The electric field inside a dielectric material is,reduced by the dielectric constant,amplified by the dielectric constant,unchanged,proportional to the charge,A,,,,
PHY102,The electric flux through a Gaussian surface is proportional to,charge enclosed,surface area,electric field,none of the above,A,,,,
PHY102,The potential difference across a capacitor is,proportional to charge,inversely proportional to charge,proportional to capacitance,inversely proportional to capacitance,A,,,,
PHY102,The energy stored in a capacitor is given by,CV^2/2,Q^2/(2C),QV/2,all of the above,D,,,,
PHY102,The electric field due to a point charge is proportional to,1/r,1/r^2,r,r^2,B,,,,
PHY102,The electric potential inside a conductor is,constant,proportional to distance,inversely proportional to distance,proportional to charge,A,,,,
PHY102,The capacitance of a parallel plate capacitor is proportional to,area of plates,distance between plates,applied voltage,none of the above,A,,,,
PHY102,The electric field at the center of a charged ring is,zero,proportional to charge,inversely proportional to radius,proportional to radius,A,,,,
PHY102,The force on a charged particle in an electric field is,proportional to the field strength,proportional to the charge,both a and b,none of the above,C,,,,
PHY102,The electric field due to a uniformly charged infinite cylinder outside the cylinder is proportional to,1/r,1/r^2,r,r^2,A,,,,
PHY102,The potential due to a uniformly charged disk at a point on its axis is,proportional to 1/r,proportional to 1/r^2,complex expression,proportional to r,C,,,,
PHY102,The electric field inside a uniformly charged spherical shell is,zero,proportional to distance,inversely proportional to distance,proportional to charge,A,,,,
PHY102,The capacitance of a capacitor decreases with,increase in plate area,decrease in distance between plates,increase in distance between plates,none of the above,C,,,,
PHY102,The electric field due to a dipole at a point on its perpendicular bisector is proportional to,1/r,1/r^2,1/r^3,r,C,,,,
PHY102,The potential energy of an electric dipole in a uniform electric field is,-pE cos?,pE cos?,-pE sin?,pE sin?,A,,,,
PHY102,The electric field between two parallel plates is,proportional to charge,inversely proportional to distance,uniform,non-uniform,C,,,,
PHY102,The electric flux through a surface is,scalar,vector,both a and b,none of the above,A,,,,
PHY102,The electric field due to a uniformly charged sphere inside the sphere is,proportional to r,proportional to 1/r,zero,proportional to r^2,A,,,,
PHY102,The potential due to a point charge at infinity is,finite, infinite, zero, dependent on the charge,C,,,,
PHY102,The capacitance of a capacitor is affected by,plate area,distance between plates,dielectric material,all of the above,D,,,,
PHY102,The electric field inside a parallel plate capacitor with a dielectric is,reduced by the dielectric constant,amplified by the dielectric constant,unchanged,proportional to the charge,A,,,,
PHY102,The electric potential due to a dipole at a large distance is proportional to,1/r,1/r^2,1/r^3,r,B,,,,
PHY102,The force between two point charges is described by,Coulomb's law,Newton's law,Faraday's law,Gauss's law,A,,,,
PHY102,The electric field due to a point charge at a distance r is given by,kQ/r,kQ/r^2,Q/r,Q/r^2,B,,,,
PHY102,The potential energy stored in a capacitor is proportional to,square of the charge,charge,square of the voltage,both a and c,D,,,,
PHY102,The electric field lines originate from,positive charges,negative charges,both a and b,none of the above,A,,,,
PHY102,The capacitance of a parallel plate capacitor with a dielectric is,unchanged,increased by the dielectric constant,reduced by the dielectric constant,proportional to the charge,B,,,,
PHY102,The electric field due to a uniformly charged thin spherical shell at a point inside is,proportional to charge,zero,proportional to 1/r,proportional to 1/r^2,B,,,,
PHY102,The potential gradient is also known as,electric field intensity,electric flux,electric potential,none of the above,A,,,,
PHY102,The work done in moving a charge along an equipotential surface is,positive,negative,zero,dependent on the charge,C,,,,
PHY102,The electric field inside a conductor is always,zero,proportional to charge,proportional to distance,inversely proportional to distance,A,,,,
PHY102,The capacitance of a capacitor is,independent of the dielectric,dependent on the plate area,dependent on the distance between plates,all of the above,D,,,,
PHY102,The electric field due to a uniformly charged infinite plane is,proportional to 1/r,proportional to 1/r^2,independent of distance,proportional to r,C,,,,
PHY102,The potential due to a uniformly charged sphere at a point outside is,proportional to 1/r,proportional to 1/r^2,proportional to r,proportional to r^2,A,,,,
PHY102,The electric field lines are,always straight,always curved,can be straight or curved,none of the above,C,,,,
PHY102,The capacitance of a capacitor increases with the,decrease in plate area,increase in distance between plates,decrease in dielectric constant,increase in plate area,D,,,,
PHY102,The electric field due to a dipole at a point far away is proportional to,1/r,1/r^2,1/r^3,r,C,,,,
PHY102,The potential energy of a charge in an electric field is,proportional to the field strength,proportional to the charge,both a and b,none of the above,C,,,,
PHY102,The electric field inside a dielectric-filled parallel plate capacitor is,reduced by the dielectric constant,amplified by the dielectric constant,unchanged,proportional to the charge,A,,,,
PHY102,The electric flux through a closed surface depends on,charge enclosed,surface area,electric field,none of the above,A,,,,
PHY102,The potential difference across a capacitor is,proportional to the charge,inversely proportional to the capacitance,both a and b,none of the above,C,,,,
PHY102,The energy stored in a capacitor is proportional to,square of the charge,square of the voltage,charge,none of the above,D,,,,
PHY102,The electric field due to a point charge is,scalar,vector,both a and b,none of the above,B,,,,
PHY102,The electric potential inside a conductor is,proportional to charge,proportional to distance,constant,proportional to 1/r,C,,,,
PHY102,The capacitance of a parallel plate capacitor is,inversely proportional to plate area,proportional to distance between plates,inversely proportional to dielectric constant,proportional to plate area,D,,,,
PHY102,The electric field at the center of a uniformly charged ring is,proportional to charge,proportional to radius,zero,proportional to 1/r,C,,,,
PHY102,The force on a charged particle in a uniform electric field is,proportional to the field strength,proportional to the charge,both a and b,none of the above,C,,,,
PHY102,The electric field due to a uniformly charged infinite cylinder inside the cylinder is,proportional to r,proportional to 1/r,zero,proportional to 1/r^2,A,,,,
PHY102,The potential due to a uniformly charged disk at a point far away is,proportional to 1/r,proportional to 1/r^2,proportional to r,complex expression,A,,,,
PHY102,The electric field inside a uniformly charged spherical conductor is,proportional to charge,proportional to distance,zero,proportional to 1/r,C,,,,
PHY102,The capacitance of a capacitor decreases with,decrease in plate area,decrease in distance between plates,decrease in dielectric constant,none of the above,A,,,,
PHY102,The electric field due to a dipole at a point on its axial line is proportional to,1/r,1/r^2,1/r^3,r,C,,,,
PHY102,The potential energy of an electric dipole in a uniform electric field is maximum when,parallel to the field,perpendicular to the field,at 45° to the field,at 0° to the field,B,,,,
PHY102,The electric field between two parallel plates with a dielectric is,reduced by the dielectric constant,amplified by the dielectric constant,unchanged,proportional to the charge,A,,,,
PHY102,The electric flux through a surface is,scalar,vector,both a and b,none of the above,A,,,,
PHY102,The electric field due to a uniformly charged sphere inside the sphere is,proportional to r,proportional to 1/r,zero,proportional to r^2,A,,,,
PHY102,The potential due to a point charge at infinity is,finite,infinite,zero,dependent on the charge,C,,,,
PHY102,The capacitance of a capacitor is affected by,plate area,distance between plates,dielectric material,all of the above,D,,,,
PHY102,The electric field inside a parallel plate capacitor with a dielectric is,reduced by the dielectric constant,amplified by the dielectric constant,unchanged,proportional to the charge,A,,,,
PHY102,The electric potential due to a dipole at a large distance is proportional to,1/r,1/r^2,1/r^3,r,B,,,,
PHY102,The force between two point charges is described by,Coulomb's law,Newton's law,Faraday's law,Gauss's law,A,,,,
PHY102,The electric field due to a point charge at a distance r is given by,kQ/r,kQ/r^2,Q/r,Q/r^2,B,,,,
PHY102,The potential energy stored in a capacitor is proportional to,square of the charge,charge,square of the voltage,both a and c,D,,,,
PHY102,The electric field lines originate from,positive charges,negative charges,both a and b,none of the above,A,,,,
PHY102,The capacitance of a parallel plate capacitor with a dielectric is,unchanged,increased by the dielectric constant,reduced by the dielectric constant,proportional to the charge,B,,,,
PHY102,The electric field due to a uniformly charged thin spherical shell at a point inside is,proportional to charge,zero,proportional to 1/r,proportional to 1/r^2,B,,,,
PHY102,The potential gradient is also known as,electric field intensity,electric flux,electric potential,none of the above,A,,,,
PHY102,The work done in moving a charge along an equipotential surface is,positive,negative,zero,dependent on the charge,C,,,,
PHY102,The electric field inside a conductor is always,zero,proportional to charge,proportional to distance,inversely proportional to distance,A,,,,
PHY102,The capacitance of a capacitor is,independent of the dielectric,dependent on the plate area,dependent on the distance between plates,all of the above,D,,,,
PHY102,The electric field due to a uniformly charged infinite plane is,proportional to 1/r,proportional to 1/r^2,independent of distance,proportional to r,C,,,,
PHY102,The potential due to a uniformly charged sphere at a point outside is,proportional to 1/r,proportional to 1/r^2,proportional to r,proportional to r^2,A,,,,
PHY102,The electric field lines are,always straight,always curved,can be straight or curved,none of the above,C,,,,
PHY102,The capacitance of a capacitor increases with the,decrease in plate area,increase in distance between plates,decrease in dielectric constant,increase in plate area,D,,,,
PHY102,The electric field due to a dipole at a point far away is proportional to,1/r,1/r^2,1/r^3,r,C,,,,
PHY102,The potential energy of a charge in an electric field is,proportional to the field strength,proportional to the charge,both a and b,none of the above,C,,,,
PHY102,The electric field inside a dielectric-filled parallel plate capacitor is,reduced by the dielectric constant,amplified by the dielectric constant,unchanged,proportional to the charge,A,,,,
PHY102,The electric flux through a closed surface depends on,charge enclosed,surface area,electric field,none of the above,A,,,,
PHY102,The potential difference across a capacitor is,proportional to the charge,inversely proportional to the capacitance,both a and b,none of the above,C,,,,
PHY102,The energy stored in a capacitor is proportional to,square of the charge,square of the voltage,charge,none of the above,D,,,,
PHY102,The electric field due to a point charge is,scalar,vector,both a and b,none of the above,B,,,,
PHY102,The electric potential inside a conductor is,proportional to charge,proportional to distance,constant,proportional to 1/r,C,,,,
PHY102,The capacitance of a parallel plate capacitor is,inversely proportional to plate area,proportional to distance between plates,inversely proportional to dielectric constant,proportional to plate area,D,,,,
PHY102,The electric field at the center of a uniformly charged ring is,proportional to charge,proportional to radius,zero,proportional to 1/r,C,,,,
PHY102,The force on a charged particle in a uniform electric field is,proportional to the field strength,proportional to the charge,both a and b,none of the above,C,,,,
PHY102,The electric field due to a uniformly charged infinite cylinder inside the cylinder is,proportional to r,proportional to 1/r,zero,proportional to 1/r^2,A,,,,
PHY102,The potential due to a uniformly charged disk at a point far away is,proportional to 1/r,proportional to 1/r^2,proportional to r,complex expression,A,,,,
PHY102,The electric field inside a uniformly charged spherical conductor is,proportional to charge,proportional to distance,zero,proportional to 1/r,C,,,,
PHY102,The capacitance of a capacitor decreases with,decrease in plate area,decrease in distance between plates,decrease in dielectric constant,none of the above,A,,,,
PHY102,The electric field due to a dipole at a point on its axial line is proportional to,1/r,1/r^2,1/r^3,r,C,,,,
PHY102,The potential energy of an electric dipole in a uniform electric field is maximum when,parallel to the field,perpendicular to the field,at 45° to the field,at 0° to the field,B,,,,
PHY102,The electric field between two parallel plates with a dielectric is,reduced by the dielectric constant,amplified by the dielectric constant,unchanged,proportional to the charge,A,,,,
PHY102,The electric flux through a surface is,scalar,vector,both a and b,none of the above,A,,,,
PHY102,The electric field due to a uniformly charged sphere inside the sphere is,proportional to r,proportional to 1/r,zero,proportional to r^2,A,,,,
PHY102,The potential due to a point charge at infinity is,finite,infinite,zero,dependent on the charge,C,,,,
PHY102,The capacitance of a capacitor is affected by,plate area,distance between plates,dielectric material,all of the above,D,,,,
PHY102,The electric field inside a parallel plate capacitor with a dielectric is,reduced by the dielectric constant,amplified by the dielectric constant,unchanged,proportional to the charge,A,,,,
PHY102,The electric potential due to a dipole at a large distance is proportional to,1/r,1/r^2,1/r^3,r,B,,,,
PHY102,The force between two point charges is described by,Coulomb's law,Newton's law,Faraday's law,Gauss's law,A,,,,
PHY102,The electric field due to a point charge at a distance r is given by,kQ/r,kQ/r^2,Q/r,Q/r^2,B,,,,
PHY102,The potential energy stored in a capacitor is proportional to,square of the charge,charge,square of the voltage,both a and c,D,,,,
PHY102,The electric field lines originate from,positive charges,negative charges,both a and b,none of the above,A,,,,
PHY102,The capacitance of a parallel plate capacitor with a dielectric is,unchanged,increased by the dielectric constant,reduced by the dielectric constant,proportional to the charge,B,,,,
PHY102,The electric field due to a uniformly charged thin spherical shell at a point inside is,proportional to charge,zero,proportional to 1/r,proportional to 1/r^2,B,,,,
PHY102,The potential gradient is also known as,electric field intensity,electric flux,electric potential,none of the above,A,,,,
PHY102,The work done in moving a charge along an equipotential surface is,positive,negative,zero,dependent on the charge,C,,,,
PHY102,The electric field inside a conductor is always,zero,proportional to charge,proportional to distance,inversely proportional to distance,A,,,,
PHY102,The capacitance of a capacitor is,independent of the dielectric,dependent on the plate area,dependent on the distance between plates,all of the above,D,,,,
PHY102,The electric field due to a uniformly charged infinite plane is,proportional to 1/r,proportional to 1/r^2,independent of distance,proportional to r,C,,,,
PHY102,The potential due to a uniformly charged sphere at a point outside is,proportional to 1/r,proportional to 1/r^2,proportional to r,proportional to r^2,A,,,,
PHY102,The electric field lines are,always straight,always curved,can be straight or curved,none of the above,C,,,,
PHY102,The capacitance of a capacitor increases with the,decrease in plate area,increase in distance between plates,decrease in dielectric constant,increase in plate area,D,,,,
PHY102,The electric field due to a dipole at a point far away is proportional to,1/r,1/r^2,1/r^3,r,C,,,,
PHY102,The potential energy of a charge in an electric field is,proportional to the field strength,proportional to the charge,both a and b,none of the above,C,,,,
PHY102,The electric field inside a dielectric-filled parallel plate capacitor is,reduced by the dielectric constant,amplified by the dielectric constant,unchanged,proportional to the charge,A,,,,
PHY102,The electric flux through a closed surface depends on,charge enclosed,surface area,electric field,none of the above,A,,,,
PHY102,The potential difference across a capacitor is,proportional to the charge,inversely proportional to the capacitance,both a and b,none of the above,C,,,,
PHY102,The energy stored in a capacitor is proportional to,square of the charge,square of the voltage,charge,none of the above,D,,,,
PHY102,The electric field due to a point charge is,scalar,vector,both a and b,none of the above,B,,,,
PHY102,The electric potential inside a conductor is,proportional to charge,proportional to distance,constant,proportional to 1/r,C,,,,
PHY102,The capacitance of a parallel plate capacitor is,inversely proportional to plate area,proportional to distance between plates,inversely proportional to dielectric constant,proportional to plate area,D,,,,
PHY102,The electric field at the center of a uniformly charged ring is,proportional to charge,proportional to radius,zero,proportional to 1/r,C,,,,
PHY102,The force on a charged particle in a uniform electric field is,proportional to the field strength,proportional to the charge,both a and b,none of the above,C,,,,
PHY102,The electric field due to a uniformly charged infinite cylinder inside the cylinder is,proportional to r,proportional to 1/r,zero,proportional to 1/r^2,A,,,,
PHY102,The potential due to a uniformly charged disk at a point far away is,proportional to 1/r,proportional to 1/r^2,proportional to r,complex expression,A,,,,
PHY102,The electric field inside a uniformly charged spherical conductor is,proportional to charge,proportional to distance,zero,proportional to 1/r,C,,,,
PHY102,The capacitance of a capacitor decreases with,decrease in plate area,decrease in distance between plates,decrease in dielectric constant,none of the above,A,,,,
PHY102,The electric field due to a dipole at a point on its axial line is proportional to,1/r,1/r^2,1/r^3,r,C,,,,
PHY102,The potential energy of an electric dipole in a uniform electric field is maximum when,parallel to the field,perpendicular to the field,at 45° to the field,at 0° to the field,B,,,,
PHY102,The electric field between two parallel plates with a dielectric is,reduced by the dielectric constant,amplified by the dielectric constant,unchanged,proportional to the charge,A,,,,
PHY102,The electric flux through a surface is,scalar,vector,both a and b,none of the above,A,,,,
PHY102,The electric field due to a uniformly charged sphere inside the sphere is,proportional to r,proportional to 1/r,zero,proportional to r^2,A,,,,
PHY102,The potential due to a point charge at infinity is,finite,infinite,zero,dependent on the charge,C,,,,
PHY102,The capacitance of a capacitor is affected by,plate area,distance between plates,dielectric material,all of the above,D,,,,
PHY102,The electric field inside a parallel plate capacitor with a dielectric is,reduced by the dielectric constant,amplified by the dielectric constant,unchanged,proportional to the charge,A,,,,
